-----,-----------,-----------,--------------,,,,,,,
"
Info, PathFollower""",7.420283," ""ONPATH = true""",,,,,,,-1.15,1.3
Info," ""PathFollower""",7.421648," ""found closest waypoint:0.0; 0.26 | 0.2""",,,,,,-1.15,1.29
Info," ""PathFollower""",7.423978," ""LookaheadPoint:-0.01; 0.87""",,,,,,-1.16,1.28
Info," ""PathFollower""",7.438025," ""Curvature:-0.043208688878231906""",,,,,,-1.17,1.27
Info," ""PathFollower""",7.446493," ""Velocities (left; right):0.19567913111217683; 0.2043208688878232""",,,,,,-1.18,1.26
Info," ""Default""",7.448399," ""POS: (0.0; 0.26""",,,,,,-1.19,1.25
Info," ""Default""",7.448965," ""/ GYRO: -0.33""",,,,,,-1.2,1.24
Info," ""Default""",7.449804," ""| Encoders left right: 0.26"," 0.29""",,,,,-1.21,1.23
Info," ""Default""",7.453369," ""Left Vel0.2""",,,,,,-1.21,1.22
Info," ""Default""",7.454012," ""Right Vel0.2""",,,,,,-1.22,1.21
Info," ""Default""",7.454305," ""_____________________________________",,,,,,-1.23,1.21
